Show,Artists,Date,Days Elapsed,Day of Year,Sin Day of Year,Cos Day of Year,Day of Week,Sin Day of Week,Cos Day of Week,Tickets Sold,Total GBOR,Total GBOR Numeric,Advance Ticket Price,Artist Fee,Deal,Scan Count,Bar Sales,Bar Sales Numeric,GBOR Bar Sales Ratio,Bar Sales Per Head,Net Income,Spotify Followers,Spotify Followers Max,artist1_genres,artist2_genres,combined_genres
The Machine,The Machine,2016-04-08,3927,99,0.9911140639934548,-0.1330147065341959,5,-0.433883739117558,-0.9009688679024191,379.0,"$7,976.00",7976.0,$20.00,"$5,000.00",$5000 + 70%,413.0,"$4,427.00",4427.0,1.80167156087644,$10.72,"$4,027.94",9297,9297,baroque pop,,baroque pop
Delta Rae,Delta Rae,2016-04-09,3928,100,0.9886775902323404,-0.1500553983446526,6,-0.9749279121818236,-0.2225209339563146,609.0,"$12,324.00",12324.0,$20.00,"$8,500.00",$8500 + 70%,605.0,"$4,195.98",4195.98,2.937096935638397,$6.94,"$3,826.90",95833,95833,"gothic country,folk pop",,"gothic country,folk pop"
Kane Brown,Kane Brown,2016-04-10,3929,101,0.9859481499638304,-0.1670516255021192,7,-0.7818314824680299,0.6234898018587334,775.0,"$13,562.50",13562.5,$17.50 ,"$8,653.13",60%,762.0,"$5,445.00",5445.0,2.4908172635445363,$7.15,"$8,314.88",5602424,5602424,"country,pop country",,"country,pop country"
Milk Carton Kids,Milk Carton Kids,2016-04-12,3931,103,0.97961369164549,-0.200890555130635,2,0.7818314824680298,0.6234898018587336,343.0,"$12,378.00",12378.0,$35.00,"$7,126.80",60%,320.0,"$1,570.54",1570.54,7.88136564493741,$4.91,"$3,800.47",189234,189234,"indie folk,folk,americana,acoustic folk",,"indie folk,folk,americana,acoustic folk"
Big Gigantic,Big Gigantic,2016-04-13,3932,104,0.9760105506323684,-0.2177232303965317,3,0.9749279121818236,-0.2225209339563143,669.0,"$16,869.06",16869.06,$24.99,"$9,500.00","$12,500 + 70%",715.0,"$8,065.00",8065.0,2.091637941723497,$11.28,"$5,911.15",261171,261171,,,
The Motet,The Motet,2016-04-14,3933,105,0.9721181966290612,-0.2344913895704098,4,0.4338837391175582,-0.900968867902419,206.0,"$3,186.00",3186.0,$15.00,"$1,710.41",60%,268.0,"$3,544.00",3544.0,0.8989841986455982,$13.22,"$1,506.36",71043,71043,jazz funk,,jazz funk
Particle,Particle,2016-04-15,3934,106,0.9679377830240642,-0.2511900638848193,5,-0.433883739117558,-0.9009688679024191,178.0,"$2,554.00",2554.0,$15.00,"$1,021.60",60%,203.0,"$2,283.00",2283.0,1.1187034603591766,$11.25,$584.23,8488,8488,,,
Pigeons Playing Ping Pong,Pigeons Playing Ping Pong,2016-04-20,3939,111,0.9427611433904208,-0.3334687789181868,3,0.9749279121818236,-0.2225209339563143,613.0,"$7,644.00",7644.0,$12.00 ,"$4,333.20",60%,613.0,"$9,271.00",9271.0,0.8245065257253802,$15.12,"$7,864.19",129500,129500,funk rock,,funk rock
Girl's Night Out,Girl's Night Out,2016-04-21,3940,112,0.9368813462954316,-0.3496474552512284,4,0.4338837391175582,-0.900968867902419,475.0,"$10,620.00",10620.0,$20.00 ,"$5,010.00",$2500 vs 50%,487.0,"$4,700.00",4700.0,2.2595744680851064,$9.65,"$7,015.84",2,2,,,
SoMo,SoMo,2016-04-22,3941,113,0.9307239310379796,-0.3657225234972689,5,-0.433883739117558,-0.9009688679024191,769.0,"$15,608.00",15608.0,$20.00,"$9,072.70",60%,782.0,"$3,196.00",3196.0,4.88360450563204,$4.09,"$6,231.15",714936,714936,,,
Girl's Night Out,Girl's Night Out,2016-04-23,3942,114,0.9242907221930932,-0.3816892202666588,6,-0.9749279121818236,-0.2225209339563146,333.0,"$7,920.00",7920.0,$20.00,"$3,660.00",$2500 vs 50%,333.0,"$3,303.00",3303.0,2.3978201634877383,$9.92,"$2,861.45",2,2,,,
Johnny Swim,Johnny Swim,2016-04-25,3944,116,0.9106046300942162,-0.4132786077829042,1,0.0,1.0,448.0,"$9,862.00",9862.0,$22.00,"$6,667.20",60%,448.0,"$1,775.00",1775.0,5.556056338028169,$3.96,"$3,067.58",227396,227396,folk pop,,folk pop
Zoogma,Zoogma,2016-04-28,3947,119,0.8880573226294932,-0.4597327394521039,4,0.4338837391175582,-0.900968867902419,284.0,"$3,552.00",3552.0,$12.00,"$2,032.00",60%,409.0,"$3,580.00",3580.0,0.9921787709497206,$8.75,"$1,596.12",20423,20423,,,
Travelling McCoury's,Travelling McCoury's,2016-04-29,3948,120,0.8800122039735357,-0.4749510720670499,5,-0.433883739117558,-0.9009688679024191,111.0,"$2,324.00",2324.0,$20.00,"$4,000.00",$5000 + 70%,111.0,"$1,863.00 ",1863.0,1.2474503488996245,$16.78,"-$3,260.18",19936,19936,"bluegrass,newgrass",,"newgrass,bluegrass"
M Ward,M Ward,2016-04-30,3949,121,0.8717063187093218,-0.4900286664290592,6,-0.9749279121818236,-0.2225209339563146,587.0,"$11,864.00",11864.0,$20.00,"$7,500.00",$7500 + 70%,587.0,"$4,302.00",4302.0,2.757787075778708,$7.33,"$4,162.69",219828,219828,indie folk,,indie folk
Joe Lawlor DMB Pre Party,Joe Lawlor DMB Pre Party,2016-05-06,3955,127,0.8165380514459161,-0.5772916165517272,5,-0.433883739117558,-0.9009688679024191,352.0,"$3,358.00",3358.0,$10.00,"$1,007.40",50%,418.0,"$5,490.00",5490.0,0.6116575591985428,$13.13,"$3,439.16",345,345,,,
Chamomille & Whiskey DMB After Party,CHAMOMILE AND WHISKEY,2016-05-07,3956,128,0.8064799463209448,-0.5912614448635781,6,-0.9749279121818236,-0.2225209339563146,197.0,$870.00,870.0,$5.00,$348.00,50%,201.0,"$2,592.00",2592.0,0.3356481481481481,$12.90,$558.82,1609,1609,,,
March Fourth Marching Band,March Fourth Marching Band,2016-05-12,3961,133,0.7526668275320085,-0.6584015846980488,4,0.4338837391175582,-0.900968867902419,306.0,"$4,942.00",4942.0,$15.00,"$2,845.00",60%,361.0,"$3,544.00",3544.0,1.394469525959368,$9.82,"$2,162.95",0,0,,,
Love Canon,Love Canon,2016-05-13,3962,134,0.7412220108485958,-0.6712599575675313,5,-0.433883739117558,-0.9009688679024191,519.0,"$7,939.00",7939.0,$15.00,"$4,343.00",60%,533.0,"$6,233.00",6233.0,1.2737044761751966,$11.69,"$5,193.75",10139,10139,"bluegrass,newgrass",,"newgrass,bluegrass"
Prince Dance Party,Prince Dance Party,2016-05-14,3963,135,0.7295575540864875,-0.6839194216246106,6,-0.9749279121818236,-0.2225209339563146,373.0,"$1,640.00",1640.0,$5.00,$820.00,50%,373.0,"$4,933.00",4933.0,0.3324548956010541,$13.23,"$2,500.20",7593598,7593598,funk rock,,funk rock
Parquet Courts,Parquet Courts,2016-05-18,3967,139,0.6807734094770161,-0.7324940716135789,3,0.9749279121818236,-0.2225209339563143,173.0,"$2,595.00",2595.0,$15.00,"$1,307.00",60%,270.0,"$2,261.21",2261.21,1.14761565710394,$8.37,"$1,370.29",290543,290543,"post-punk,indie rock,garage rock",,"garage rock,indie rock,post-punk"
Allen Stone,Allen Stone,2016-05-20,3969,141,0.6551563572090853,-0.7554933140726803,5,-0.433883739117558,-0.9009688679024191,253.0,"$4,048.00",4048.0,$16.00,"$5,000.00",$5000 + 70%,253.0,"$2,608.00 ",2608.0,1.5521472392638036,$10.31,"-$1,364.67",388709,388709,retro soul,,retro soul
Blackberry Smoke,Blackberry Smoke,2016-05-21,3970,142,0.6420547132365637,-0.766658819300159,6,-0.9749279121818236,-0.2225209339563146,777.0,"$19,425.00",19425.0,$25.00 ,"$12,980.00","$12,500 + 70%",777.0,"$10,122.00",10122.0,1.9190871369294609,$13.03,"$10,780.37",379102,379102,"southern rock,country rock,red dirt",,"red dirt,southern rock,country rock"
Josh Ritter,Josh Ritter,2016-05-27,3976,148,0.5595892624101765,-0.8287700871745038,5,-0.433883739117558,-0.9009688679024191,775.0,"$15,500.00",15500.0,$20.00 ,"$9,425.00",60%,784.0,"$5,844.00",5844.0,2.652292950034223,$7.45,"$7,993.71",168818,168818,"americana,alt country,indie folk",,"americana,indie folk,alt country"
Tallest Man On Earth,Tallest Man On Earth,2016-06-07,3987,159,0.3935902766564667,-0.9192859697186104,2,0.7818314824680298,0.6234898018587336,580.0,"$16,064.00",16064.0,$27.50,"$12,500.00","$12,500 + 85%",592.0,"$2,453.00",2453.0,6.548715858132899,$4.14,"$2,953.95",639114,639114,"indie folk,folk",,"indie folk,folk"
Nasty,Nasty,2016-06-13,3993,165,0.2967128192734907,-0.9549667548552552,1,0.0,1.0,377.0,"$1,556.00",1556.0,$5.00,$933.60,60%,551.0,"$5,929.49",5929.49,0.2624171724718315,$10.76,"$3,335.09",67548,67548,"shibuya-kei,visual kei",,"visual kei,shibuya-kei"
First Harmonics,First Harmonics,2016-06-16,3996,168,0.2470221804809355,-0.9690098257244062,4,0.4338837391175582,-0.900968867902419,144.0,"$1,415.00",1415.0,$10.00,$707.50,50%,156.0,$563.00,563.0,2.5133214920071048,$3.61,-$444.15,3082,3082,,,
Prince Tribute,Prince Tribute,2016-06-17,3997,169,0.2303056702306122,-0.973118337233262,5,-0.433883739117558,-0.9009688679024191,297.0,"$3,151.00",3151.0,$10.00,"$1,384.20",60%,351.0,"$3,394.00",3394.0,0.9284030642309958,$9.67,"$1,661.13",8,8,,,
The Jayhawks,The Jayhawks,2016-06-19,3999,171,0.1966728897935764,-0.980469160361632,7,-0.7818314824680299,0.6234898018587334,317.0,"$11,314.00",11314.0,$37.00,"$7,500.00",$7500 + 70%,301.0,"$2,361.74",2361.74,4.79053579140803,$7.85,"$2,783.13",122964,122964,"alt country,americana,roots rock,country rock",,"americana,country rock,alt country,roots rock"
The Legwarmers,The Legwarmers,2016-06-25,4005,177,0.0945367498171991,-0.9955213724144752,6,-0.9749279121818236,-0.2225209339563146,613.0,"$9,907.00",9907.0,$16.00 ,"$5,944.20",60%,613.0,"$8,828.00",8828.0,1.1222247394653375,$14.40,"$7,569.83",21976,21976,"anime,nerdcore",,"nerdcore,anime"
Hot In Herre,Hot In Herre,2016-07-08,4018,190,-0.1287481774525806,-0.99167731989929,5,-0.433883739117558,-0.9009688679024191,627.0,"$5,794.00",5794.0,$10.00,"$4,345.50",75%,635.0,"$7,729.00",7729.0,0.749644197179454,$12.17,"$5,975.84",3261086,3261086,,,
Magic Mike,Magic Mike,2016-07-09,4019,191,-0.1457991969198744,-0.9893142039703664,6,-0.9749279121818236,-0.2225209339563146,138.0,"$3,453.60",3453.6,$22.00,"$2,072.16",60%,146.0,"$1,560.00",1560.0,2.213846153846154,$10.68,"$1,296.90",58807,58807,"miami bass,bass music,funk melody",,"bass music,funk melody,miami bass"
We Are Star Children,We Are Star Children,2016-07-15,4025,197,-0.2470221804809352,-0.9690098257244064,5,-0.433883739117558,-0.9009688679024191,207.0,"$1,900.00",1900.0,$10.00,$950.00,60%,233.0,"$2,853.00",2853.0,0.6659656501927795,$12.24,"$1,065.78",298,298,,,
Rumours,Rumours,2016-07-16,4026,198,-0.2636654927280072,-0.9646141756912436,6,-0.9749279121818236,-0.2225209339563146,285.0,"$3,600.00",3600.0,$12.00,"$2,160.00",60%,334.0,"$3,054.00",3054.0,1.1787819253438114,$9.14,"$2,296.47",646,646,,,
Nasty,Nasty,2016-08-19,4060,232,-0.7526668275320083,-0.6584015846980489,5,-0.433883739117558,-0.9009688679024191,139.0,$606.00,606.0,$5.00,"$1,000.00","$1,000 Guarantee",488.0,"$5,267.55",5267.55,0.1150439957855169,$10.79,"$1,754.73",67548,67548,"shibuya-kei,visual kei",,"visual kei,shibuya-kei"
Sasheer Zamata,Sasheer Zamata,2016-08-22,4063,235,-0.7856498550787144,-0.6186714032625032,1,0.0,1.0,239.0,"$5,312.00",5312.0,$22.00,"$2,500.00",$2500 vs 50%,268.0,$905.00,905.0,5.869613259668508,$3.38,"$2,224.21",3875,3875,comedy,,comedy
Matisyahu,Matisyahu,2016-08-30,4071,243,-0.8631421280499115,-0.5049610547215202,2,0.7818314824680298,0.6234898018587336,361.0,"$9,177.00",9177.0,$25.00,"$11,500.00","$11,500 + 70%",408.0,"$3,716.80",3716.8,2.469059405940594,$9.11,-$870.40,726569,726569,"reggae,reggae rock",,"reggae,reggae rock"
Nasty,Nasty,2016-09-02,4074,246,-0.888057322629493,-0.4597327394521046,5,-0.433883739117558,-0.9009688679024191,284.0,"$1,165.00",1165.0,$5.00,$699.00,60%,430.0,"$3,998.00",3998.0,0.2913956978489244,$9.30,"$1,365.75",67548,67548,"shibuya-kei,visual kei",,"visual kei,shibuya-kei"
Of Montreal,Of Montreal,2016-09-06,4078,250,-0.9175836260593934,-0.3975428142825566,2,0.7818314824680298,0.6234898018587336,221.0,"$4,028.00",4028.0,$18.00,"$4,000.00",,221.0,$952.00 ,952.0,4.23109243697479,$4.31,"-$1,530.79",350637,350637,"psychedelic pop,baroque pop,art pop",,"baroque pop,psychedelic pop,art pop"
Jon Pardi,Jon Pardi,2016-09-08,4080,252,-0.9307239310379792,-0.3657225234972692,4,0.4338837391175582,-0.900968867902419,775.0,"$13,950.00",13950.0,$18.00 ,"$7,530.70",$7500 + 70%,775.0,"$9,056.93",9056.93,1.5402570186586404,$11.69,"$9,937.52",2143378,2143378,"country,acoustic country",,"country,acoustic country"
Stranger Things Dance Party,Stranger Things Dance Party,2016-09-10,4082,254,-0.9427611433904206,-0.333468778918187,6,-0.9749279121818236,-0.2225209339563146,337.0,"$3,552.00",3552.0,$10.00,"$2,131.20",60%,337.0,"$5,513.00",5513.0,0.6442953020134228,$16.36,"$3,507.91",6245483,6245483,funk,,funk
Marian Hill,Marian Hill,2016-09-11,4083,255,-0.9483615800121716,-0.3171912885891059,7,-0.7818314824680299,0.6234898018587334,261.0,"$5,288.00",5288.0,$20.00,"$3,052.80",60%,261.0,"$1,957.00",1957.0,2.702095043433827,$7.50,"$1,044.00",478634,478634,,,
Frightened Rabbit,Frightened Rabbit,2016-09-14,4086,258,-0.9634705485641486,-0.2678143051621748,3,0.9749279121818236,-0.2225209339563143,401.0,"$6,943.00",6943.0,$18.00,"$7,500.00",$7500 + 70%,384.0,"$3,104.00 ",3104.0,2.236791237113402,$8.08,"-$1,394.42",244709,244709,indie rock,,indie rock
Waka Flaka Flame,Waka Flaka Flame,2016-09-18,4090,262,-0.97961369164549,-0.2008905551306352,7,-0.7818314824680299,0.6234898018587334,611.0,"$13,536.00",13536.0,$22.00,"$10,000.00","$10,000 + 70%",611.0,"$1,800.00",1800.0,7.52,$2.95,"$1,448.18",2760639,2760639,,,
Mountain Goats,Mountain Goats,2016-09-20,4092,264,-0.9859481499638304,-0.1670516255021195,2,0.7818314824680298,0.6234898018587336,509.0,"$10,288.00",10288.0,$20.00,"$6,022.80",60%,509.0,"$2,903.00",2903.0,3.5439200826730968,$5.70,"$4,289.12",397516,397516,"folk punk,indie folk",,"folk punk,indie folk"
Ben Rector,Ben Rector,2016-09-22,4094,266,-0.9911140639934546,-0.1330147065341963,4,0.4338837391175582,-0.900968867902419,778.0,"$27,230.00",27230.0,$35.00 ,"$17,102.90",60%,778.0,"$1,508.00",1508.0,18.05702917771883,$1.94,"$6,921.32",386286,386286,,,
Kap Slap,Kap Slap,2016-09-23,4095,267,-0.9932568492674144,-0.1159345995955006,5,-0.433883739117558,-0.9009688679024191,750.0,"$15,252.00",15252.0,$20.00,"$7,915.05",60%,701.0,"$1,886.00",1886.0,8.08695652173913,$2.69,"$6,529.39",35553,35553,,,
Rumours,Rumours,2016-09-24,4096,268,-0.9951053111006974,-0.0988201387328721,6,-0.9749279121818236,-0.2225209339563146,293.0,"$3,584.00",3584.0,$12.00,"$2,150.40",60%,293.0,"$3,392.00",3392.0,1.0566037735849056,$11.58,"$2,225.38",646,646,,,
Denzel Curry,Denzel Curry,2016-09-28,4100,272,-0.9995462806873572,-0.0301203048469083,3,0.9749279121818236,-0.2225209339563143,287.0,"$4,648.00",4648.0,$16.00,"$3,000.00","$3,000 + 70%",286.0,$648.00,648.0,7.172839506172839,$2.27,-$265.73,2732077,2732077,punk rap,,punk rap
Real Estate,Real Estate,2016-09-29,4101,273,-0.999916658654738,-0.0129102960750088,4,0.4338837391175582,-0.900968867902419,305.0,"$5,540.00",5540.0,$18.00,"$3,052.80",60%,305.0,"$2,259.00",2259.0,2.4524125719344845,$7.41,"$1,831.90",407868,407868,"jangle pop,dream pop,surf rock",,"jangle pop,dream pop,surf rock"
Railroad Earth,Railroad Earth,2016-09-30,4102,274,-0.99999073973619,0.0043035382962438,5,-0.433883739117558,-0.9009688679024191,588.0,"$15,576.50",15576.5,$25.00 ,"$8,962.23",65%,632.0,"$8,646.50",8646.5,1.80148036777887,$13.68,"$9,815.95",104671,104671,"newgrass,bluegrass,americana",,"americana,newgrass,bluegrass"
Railroad Earth,Railroad Earth,2016-10-01,4103,275,-0.9997685019798908,0.0215160974362222,6,-0.9749279121818236,-0.2225209339563146,588.0,"$14,510.50",14510.5,$25.00 ,"$9,269.33",65%,632.0,"$9,446.00",9446.0,1.5361528689392336,$14.95,"$7,961.41",104671,104671,"newgrass,bluegrass,americana",,"americana,newgrass,bluegrass"
Guided By Voices,Guided By Voices,2016-10-07,4109,281,-0.9922222094179324,0.1244792638867886,5,-0.433883739117558,-0.9009688679024191,434.0,"$12,893.00",12893.0,$29.50,"$9,300.00","$9,000 + 70%",477.0,"$5,884.00",5884.0,2.191196464989803,$12.34,"$5,562.12",183987,183987,"power pop,indie rock,indie",,"indie rock,indie,power pop"
Legwarmers,Legwarmers,2016-10-08,4110,282,-0.989932495087353,0.141540295217043,6,-0.9749279121818236,-0.2225209339563146,586.0,"$9,553.00",9553.0,$16.00 ,"$5,719.80",60%,617.0,"$7,773.00",7773.0,1.228997812942236,$12.60,"$7,209.72",94,94,"christian hip hop,cedm,christian alternative rock",,"christian alternative rock,cedm,christian hip hop"
Wale,Wale,2016-10-10,4112,284,-0.9844738167520924,0.1755314904214277,1,0.0,1.0,492.0,"$16,604.00",16604.0,$30.00,"$15,925.00","$15,000 + 70%",508.0,"$4,432.00",4432.0,3.746389891696751,$8.72,$207.60,4179493,4179493,,,
Mike Stud,Mike Stud,2016-10-11,4113,285,-0.9813064702716092,0.1924515819708299,2,0.7818314824680298,0.6234898018587336,342.0,"$8,324.00",8324.0,$15.00,"$3,500.00",$3500 + 70% ,302.0,"$1,776.28",1776.28,4.686198121917716,$5.88,$813.16,608008,608008,,,
Oh Wonder,Oh Wonder,2016-10-13,4115,287,-0.9741004551724206,0.226115685508288,4,0.4338837391175582,-0.900968867902419,750.0,"$13,537.00",13537.0,$18.00,"$6,869.33",$6500 + 70%,750.0,"$2,368.94",2368.94,5.714370140231496,$3.16,"$5,883.36",1084252,1084252,,,
Yonder Mountain String Band,Yonder Mountain String Band,2016-10-14,4116,288,-0.970063921851507,0.2428497220959358,5,-0.433883739117558,-0.9009688679024191,417.0,"$10,773.00",10773.0,$25.00,"$6,627.00",65%,441.0,"$5,837.00",5837.0,1.8456398835017989,$13.24,"$5,011.69",153444,153444,"newgrass,bluegrass,americana",,"americana,newgrass,bluegrass"
No Scrubs,No Scrubs,2016-10-15,4117,289,-0.965739937654855,0.2595117970697994,6,-0.9749279121818236,-0.2225209339563146,846.0,"$8,155.00",8155.0,$10.00 ,"$5,426.00",75%,863.0,"$11,813.00",11813.0,0.6903411495809701,$13.69,"$9,437.72",9,9,,,
Beats Antique,Beats Antique,2016-10-18,4120,292,-0.9510565162951536,0.3090169943749472,2,0.7818314824680298,0.6234898018587336,708.0,"$15,944.00",15944.0,$22.00 ,"$10,000.00","$10,000 + 70%",733.0,"$8,629.00",8629.0,1.8477227952254027,$11.77,"$9,246.83",200133,200133,,,
Todd Snider,Todd Snider,2016-10-21,4123,295,-0.9338372288229252,0.3576982388331254,5,-0.433883739117558,-0.9009688679024191,297.0,"$7,094.00",7094.0,$25.00,"$3,905.40",60%,297.0,"$2,977.00",2977.0,2.382935841451125,$10.02,"$2,945.49",89129,89129,"alt country,americana,red dirt,texas country",,"americana,alt country,red dirt,texas country"
Shovels & Rope,"Shovels, Rope",2016-10-22,4124,296,-0.9275416835791964,0.3737197147904692,6,-0.9749279121818236,-0.2225209339563146,775.0,"$19,375.00",19375.0,$25.00 ,"$12,431.25",60%,775.0,"$7,190.00",7190.0,2.6947148817802504,$9.28,"$10,490.50","184251,132",184251,"americana,alt country,bluegrass,roots rock","melodic death metal,ska punk","ska punk,alt country,roots rock,melodic death metal,bluegrass,americana"
Aofie ODonovan and Willie Watson," Aoife O'Donovan, Willie Watson",2016-10-26,4128,300,-0.8996308696522434,0.4366512319560638,3,0.9749279121818236,-0.2225209339563143,131.0,"$2,874.00",2874.0,$20.00,$153.40,60%,131.0,$882.12,882.12,3.258060127873758,$6.73,$161.98,"70602,52084",70602,"newgrass,bluegrass,americana,folk","bluegrass,americana,folk,gothic country,newgrass","gothic country,folk,newgrass,bluegrass,americana"
Lettuce,Lettuce,2016-10-27,4129,301,-0.8919813464595487,0.4520722039323037,4,0.4338837391175582,-0.900968867902419,613.0,"$11,246.00",11246.0,$18.00 ,"$6,026.00",60%,613.0,"$8,539.00",8539.0,1.3170160440332592,$13.93,"$8,005.33",220425,220425,"jazz funk,funk rock",,"funk rock,jazz funk"
Frank Turner,Frank Turner,2016-10-28,4130,302,-0.8840675099433637,0.467359217158002,5,-0.433883739117558,-0.9009688679024191,554.0,"$13,958.00",13958.0,$25.00 ,"$8,250.00",$8250 + 70%,554.0,"$5,697.00",5697.0,2.4500614358434265,$10.28,"$7,277.79",378540,378540,"folk punk,acoustic rock",,"folk punk,acoustic rock"
Lucius,Lucius,2016-10-29,4131,303,-0.8758917051442433,0.4825077417612176,6,-0.9749279121818236,-0.2225209339563146,437.0,"$7,910.00",7910.0,$18.00,"$4,446.00",60%,437.0,"$3,439.00",3439.0,2.300087234661239,$7.87,"$3,131.67",186890,186890,,,
Beach House,Beach House,2016-11-02,4135,307,-0.8406184056344783,0.5416278206559811,3,0.9749279121818236,-0.2225209339563143,775.0,"$20,925.00",20925.0,$27.00 ,"$13,491.36","$12,500 + 70%",775.0,"$4,369.00",4369.0,4.789425497825589,$5.64,"$8,302.00",2488212,2488212,dream pop,,dream pop
Carbon Leaf,Carbon Leaf,2016-11-04,4137,309,-0.8214765533024145,0.5702422926917867,5,-0.433883739117558,-0.9009688679024191,460.0,"$8,353.00",8353.0,$18.00,"$4,861.80",60%,477.0,"$4,651.00",4651.0,1.7959578585250484,$9.75,"$4,468.63",32411,32411,"celtic rock,celtic",,"celtic,celtic rock"
Hot In Herre,Hot In Herre,2016-11-05,4138,310,-0.8115390590073611,0.5842981736283683,6,-0.9749279121818236,-0.2225209339563146,648.0,"$6,065.00",6065.0,$10.00,"$4,155.00",75%,648.0,"$7,712.00",7712.0,0.7864367219917012,$11.90,"$5,535.28",3261086,3261086,,,
STS9,STS9,2016-11-06,4139,311,-0.801361088174677,0.5981809144059158,7,-0.7818314824680299,0.6234898018587334,750.0,"$26,604.00",26604.0,$35.00 ,"$16,073.85",60%,783.0,"$9,792.00",9792.0,2.7169117647058822,$12.51,"$9,186.86",135632,135632,,,
Olate Dogs,Olate Dogs,2016-11-09,4142,314,-0.7694148268839381,0.6387494220515268,3,0.9749279121818236,-0.2225209339563143,121.0,"$4,009.00",4009.0,$25.00,"$2,213.40",60%,162.0,$360.00,360.0,11.136111111111113,$2.22,$432.18,5,5,,,
Chris Robinson Brotherhood,Chris Robinson Brotherhood,2016-11-10,4143,315,-0.7583058084785625,0.6518989958787125,4,0.4338837391175582,-0.900968867902419,508.0,"$10,264.00",10264.0,$20.00,"$6,000.00",$6000 + 70%,513.0,"$6,241.00",6241.0,1.644608235859638,$12.17,"$6,581.47",68843,68843,"southern rock,modern blues",,"southern rock,modern blues"
Pigeons Playing Ping Pong and Dopapod,"Pigeons Playing Ping Pong, Dopapod",2016-11-11,4144,316,-0.7469720876965551,0.6648553979642866,5,-0.433883739117558,-0.9009688679024191,584.0,"$10,743.00",10743.0,$18.00 ,"$6,308.60",60%,584.0,"$7,928.00",7928.0,1.3550706357214934,$13.58,"$7,507.96","129500,49557",129500,funk rock,,funk rock
Wild Nothing,Wild Nothing,2016-11-16,4149,321,-0.6870527672236675,0.7266075247685652,3,0.9749279121818236,-0.2225209339563143,188.0,"$2,773.00",2773.0,$15.00,"$1,156.95",60%,189.0,"$1,737.00",1737.0,1.5964306275187103,$9.19,$503.08,303000,303000,"dream pop,shoegaze,chillwave",,"shoegaze,dream pop,chillwave"
Thankful Dead,Thankful Dead,2016-11-23,4156,328,-0.594726686960764,0.8039279618328208,3,0.9749279121818236,-0.2225209339563143,230.0,"$2,427.00",2427.0,$10.00,"$1,396.00",60%,230.0,"$3,626.00",3626.0,0.6693325979040264,$15.77,"$1,188.88",1930254,1930254,"psychedelic rock,acid rock",,"acid rock,psychedelic rock"
Hackensaw Boys and Larry Keel,"Hackensaw Boys, Larry Keel",2016-11-25,4158,330,-0.5667017562911184,0.8239230057575536,5,-0.433883739117558,-0.9009688679024191,412.0,"$7,545.00",7545.0,$18.00,"$4,436.00",60%,412.0,"$7,453.00",7453.0,1.0123440225412583,$18.09,"$5,894.53","27707,5350",27707,"bluegrass,newgrass,gothic country,americana,alt country","newgrass,bluegrass","gothic country,newgrass,alt country,bluegrass,americana"
Groove Train,Groove Train,2016-11-26,4159,331,-0.5524353131676203,0.8335557718385695,6,-0.9749279121818236,-0.2225209339563146,297.0,"$3,752.00",3752.0,$12.00,"$2,371.20",60%,317.0,"$3,396.00",3396.0,1.104829210836278,$10.71,"$1,725.62",2212,2212,jazz,,jazz
Dark Star Orchestra,Dark Star Orchestra,2016-11-28,4161,333,-0.5234156073655503,0.8520775211013093,1,0.0,1.0,570.0,"$14,882.00",14882.0,$25.00 ,"$8,971.05",$7500 + 70% ,570.0,"$9,042.00",9042.0,1.645874806458748,$15.86,"$9,349.36",8304,8304,,,
Ricky Skaggs,Ricky Skaggs,2016-11-29,4162,334,-0.5086709438521042,0.8609610158889945,2,0.7818314824680298,0.6234898018587336,279.0,"$10,487.00",10487.0,$37.00,"$10,000.00","$10,000 + 70%",279.0,"$2,224.00",2224.0,4.715377697841727,$7.97,$256.21,137086,137086,"bluegrass,christian country,newgrass,southern gospel",,"christian country,newgrass,bluegrass,southern gospel"
STRFKR,STRFKR,2016-12-01,4164,336,-0.4787338401157883,0.8779600847008883,4,0.4338837391175582,-0.900968867902419,415.0,"$7,550.00",7550.0,$18.00,"$3,900.00",60%,415.0,"$3,142.00",3142.0,2.4029280712921706,$7.57,"$2,646.16",470212,470212,indietronica,,indietronica
No BS Brass Band,No BS! Brass Band,2016-12-03,4166,338,-0.4482293417404106,0.893918596519257,6,-0.9749279121818236,-0.2225209339563146,387.0,"$5,981.00",5981.0,$15.00,"$2,292.00",60%,387.0,"$4,956.00",4956.0,1.20682001614205,$12.81,"$3,919.58",899,899,,,
"Ugly Sweater Party - Three Shees to the Wind, Lone Rangers, Winston Hodges","Three Shees to the Wind, Lone Rangers, Winston Hodges",2016-12-09,4172,344,-0.3536761221763721,0.935367949313148,5,-0.433883739117558,-0.9009688679024191,237.0,"$2,799.00",2799.0,$12.00,"$1,395.00",60%,237.0,"$4,727.00",4727.0,0.5921303152104929,$19.95,"$2,629.95","1184977,12517,11377",1184977,disco,"roots reggae,rocksteady,dub,reggae,soul jazz,ragga","ragga,soul jazz,dub,reggae,rocksteady,roots reggae,disco"
